"kurskod","namn","kommentar","signatur","spec_benämning","api_url"
"F0006T","Fysik 3","50% Lp4 Luleå 3+4","48826-V24.8","TCARA 3B+TCVVA","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv4Q023gZ6y5Y750476Y75Y.html"
"F0006T","Fysik 3","50% Lp4 Luleå 3+4","48826-V24.9","TCMAA","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv0Q033gZ6y5Y750076Y75Y.html"
"F0006T","Fysik 3","50% Lp4 Luleå 3+4","48826-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q093gZ6y5Y350276Y75Y.html"
"FX003T","Fysik G1, gymnasiekomplettering","37% Lp1-2 Luleå","18011-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv2Q093gZ6y5Y850376Y75Y.html"
"FX003T","Fysik G1, gymnasiekomplettering","37% Lp1-2 Luleå","18018-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv3Q093gZ6y5Y850076Y75Y.html"
"FX003T","Fysik G1, gymnasiekomplettering","37% Lp1-2 Skellefteå","18324-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv2Q093gZ6y5Y850276Y75Y.html"
"FX004T","Fysik G2, gymnasiekomplettering","25% Lp3-4 Luleå","38019-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv8Q093gZ6y5Y350476Y75Y.html"
"FX004T","Fysik G2, gymnasiekomplettering","25% Lp3-4 Luleå","38021-V24.1","Grupp 1","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q023gZ6y5Y450776Y75Y.html"
"FX004T","Fysik G2, gymnasiekomplettering","25% Lp3-4 Luleå","38021-V24.2","Grupp 2","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q023gZ6y5Y450676Y75Y.html"
"FX004T","Fysik G2, gymnasiekomplettering","25% Lp3-4 Luleå","38021-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv9Q093gZ6y5Y350076Y75Y.html"
"F7049T","Fysik och lärande","50% Lp1 Luleå","18343-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv0Q013gZ6y5Y850376Y75Y.html"
"K0010K","Fysikalisk kemi","50% Lp2 Luleå 2+5","25846-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv4Q083gZ6y5Y950276Y75Y.html"
"M0001K","Fysikaliska separationsmetoder","50% Lp3 Luleå 2+4","35516-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q053gZ6y5Y350076Y75Y.html"
"S0098H","Fysioterapi - individuell fördjupning inom ämne och profession","50% Lp2 Luleå","23652-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q083gZ6y5Y950076Y75Y.html"
"S0098H","Fysioterapi - individuell fördjupning inom ämne och profession","50% Lp4 Luleå","43523-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv5Q023gZ6y5Y350776Y75Y.html"
"S0099H","Fysioterapi - individuell fördjupning och problemlösning inom ämne och profession","50% Lp1-2 Luleå","14011-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv0Q033gZ6y5Y850076Y75Y.html"
"S0099H","Fysioterapi - individuell fördjupning och problemlösning inom ämne och profession","50% Lp3-4 Luleå","33219-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv6Q003gZ6y5Y350276Y75Y.html"
"S7050H","Fysioterapi Ortopedisk manuell terapi Extremiteter I","50% Lp1-2 Luleå","14023-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv5Q033gZ6y5Y850876Y75Y.html"
"S0096H","Fysioterapi, beteendevetenskapliga teorier och modeller","","33170-V21.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ780Z50Qv1Q013gZ6y5Y950476Y75Y.html"
"S0080H","Fysioterapi: Bedömning, intervention och interaktion I","100% Lp1 Luleå","14018-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv0Q033gZ6y5Y850276Y75Y.html"
"S0080H","Fysioterapi: Bedömning, intervention och interaktion I","100% Lp3 Luleå","33192-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q043gZ6y5Y250376Y75Y.html"
"S0102H","Fysioterapi: Bedömning, intervention och interaktion II","100% Lp2 Luleå","23663-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv2Q083gZ6y5Y950076Y75Y.html"
"S0102H","Fysioterapi: Bedömning, intervention och interaktion II","100% Lp4 Luleå","43526-V24.1","Grupp 1","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv8Q033gZ6y5Y750076Y75Y.html"
"S0102H","Fysioterapi: Bedömning, intervention och interaktion II","100% Lp4 Luleå","43526-V24.2","Grupp 2","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv7Q033gZ6y5Y750476Y75Y.html"
"S0102H","Fysioterapi: Bedömning, intervention och interaktion II","100% Lp4 Luleå","43526-V24.3","Grupp A","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv8Q033gZ6y5Y750676Y75Y.html"
"S0102H","Fysioterapi: Bedömning, intervention och interaktion II","100% Lp4 Luleå","43526-V24.4","Grupp B","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv7Q033gZ6y5Y750376Y75Y.html"
"S0102H","Fysioterapi: Bedömning, intervention och interaktion II","100% Lp4 Luleå","43526-V24.5","Grupp C","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv8Q033gZ6y5Y750576Y75Y.html"
"S0102H","Fysioterapi: Bedömning, intervention och interaktion II","100% Lp4 Luleå","43526-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv6Q023gZ6y5Y350876Y75Y.html"
"S0100H","Fysioterapi: Bedömning, intervention och interaktion III","50% Lp1 Luleå","14015-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv0Q033gZ6y5Y850876Y75Y.html"
"S0100H","Fysioterapi: Bedömning, intervention och interaktion III","50% Lp3 Luleå","33220-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q003gZ6y5Y350876Y75Y.html"
"F0124H","Fysioterapi: Beteendevetenskapliga grunder","50% Lp2 Luleå","23697-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv5Q013gZ6y5Y950376Y75Y.html"
"S7045H","Fysioterapi: Design och tillämpning av kvalitativ metod","50% Lp3 Luleå","33217-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv6Q003gZ6y5Y350076Y75Y.html"
"S7047H","Fysioterapi: Digitala utmaningar och möjligheter i hälso- och sjukvård","50% Lp1 Luleå","14009-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv4Q023gZ6y5Y850376Y75Y.html"
"S7046H","Fysioterapi: Evidens, förbättringskunskap och verksamhetsutveckling i hälso- och sjukvård","50% Lp4 Luleå","43522-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv5Q023gZ6y5Y350076Y75Y.html"
"S0090H","Fysioterapi: Examensarbete","50% Lp1-2 Luleå","14029-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv5Q033gZ6y5Y850376Y75Y.html"
"S0090H","Fysioterapi: Examensarbete","50% Lp3-4 Luleå","33199-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv8Q043gZ6y5Y250476Y75Y.html"
"S0097H","Fysioterapi: Fysisk kapacitet och träning","25% Lp1-2 Luleå","13987-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv2Q023gZ6y5Y850476Y75Y.html"
"S0097H","Fysioterapi: Fysisk kapacitet och träning","25% Lp3-4 Luleå","33208-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv0Q003gZ6y5Y350076Y75Y.html"
"S0093H","Fysioterapi: Grundläggande akupunktur","50% Lp1 Luleå","14030-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv5Q033gZ6y5Y850476Y75Y.html"
"S0093H","Fysioterapi: Grundläggande akupunktur","50% Lp3 Luleå","33200-V24.1","Grupp 1","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q023gZ6y5Y450876Y75Y.html"
"S0093H","Fysioterapi: Grundläggande akupunktur","50% Lp3 Luleå","33200-V24.2","Grupp 2","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q023gZ6y5Y450976Y75Y.html"
"S0093H","Fysioterapi: Grundläggande akupunktur","50% Lp3 Luleå","33200-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv9Q043gZ6y5Y250076Y75Y.html"
"S0103H","Fysioterapi: Grundläggande kliniska kunskaper I","100% Lp1 Luleå","14016-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv0Q033gZ6y5Y850976Y75Y.html"
"S0087H","Fysioterapi: Grundläggande kliniska kunskaper I","100% Lp3 Luleå","33196-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv8Q043gZ6y5Y250176Y75Y.html"
"S0084H","Fysioterapi: Hälsofrämjande arbetssätt","50% Lp4 Luleå","43511-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv9Q013gZ6y5Y350476Y75Y.html"
"S0104H","Fysioterapi: Kliniska kunskaper och framtidens arbetssätt","100% Lp2 Luleå","23657-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q083gZ6y5Y950876Y75Y.html"
"S0079H","Fysioterapi: Kliniska kunskaper och framtidens arbetssätt","100% Lp4 Luleå","43508-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv8Q013gZ6y5Y350476Y75Y.html"
"S0089H","Fysioterapi: Människan och arbetslivet","50% Lp2 Luleå","23670-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv2Q083gZ6y5Y950276Y75Y.html"
"S0089H","Fysioterapi: Människan och arbetslivet","50% Lp4 Luleå","43509-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv9Q013gZ6y5Y350276Y75Y.html"
"S0095H","Fysioterapi: Ortopedisk manuell terapi","50% Lp1-2 Luleå","14039-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv6Q033gZ6y5Y850276Y75Y.html"
"S0095H","Fysioterapi: Ortopedisk manuell terapi","50% Lp3-4 Luleå","33202-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv9Q043gZ6y5Y250476Y75Y.html"
"F0123H","Fysioterapi: Profession och ämne","50% Lp1 Luleå","14012-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv0Q033gZ6y5Y850576Y75Y.html"
"S0094H","Fysioterapi: Vetenskaplig metod, ämnes- och professionsutveckling","50% Lp1 Luleå","14031-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv6Q033gZ6y5Y850076Y75Y.html"
"S0094H","Fysioterapi: Vetenskaplig metod, ämnes- och professionsutveckling","50% Lp3 Luleå","33201-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv9Q043gZ6y5Y250976Y75Y.html"
"S0101H","Fysioterapi: Ämne, profession och rörelse","50% Lp3 Luleå","33222-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv8Q003gZ6y5Y350976Y75Y.html"
"U0022N","Fysisk belastning i arbetslivet ","Uppdragsutbildning","00000-H23.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv3Q053gZ6y5Y250176Y75Y.html"
"FOR047F","Fältstudiemetodik","","FOR047F-V23.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ720Z50Qv6Q083gZ6y5Y950976Y75Y.html"
"F7020T","Förbränningsmotorteknik","50% Lp1 Luleå 1+6","18292-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv8Q093gZ6y5Y850876Y75Y.html"
"S0050A","Fördjupad sociologisk metod och analys","50% Lp3 Luleå 1+2+6","30574-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q033gZ6y5Y250976Y75Y.html"
"S0049A","Fördjupad sociologisk teori","50% Lp3 Luleå 3+4","30572-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q033gZ6y5Y250776Y75Y.html"
"S0042N","Fördjupning i statsvetenskaplig teori","50% Lp3 Luleå 3+6","30594-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q043gZ6y5Y250476Y75Y.html"
"R7007E","Fördjupningkurs i rymdteknik","25% Lp1-2 Kiruna","17057-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv6Q093gZ6y5Y850376Y75Y.html"
"R7007E","Fördjupningkurs i rymdteknik","50% Lp1 Kiruna","17323-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv6Q093gZ6y5Y850276Y75Y.html"
"R7007E","Fördjupningkurs i rymdteknik","50% Lp2 Kiruna","27708-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv0Q003gZ6y5Y950776Y75Y.html"
"R7007E","Fördjupningkurs i rymdteknik","50% Lp3 Kiruna","37091-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv1Q063gZ6y5Y350176Y75Y.html"
"R7007E","Fördjupningkurs i rymdteknik","50% Lp4 Kiruna","47039-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv6Q033gZ6y5Y350476Y75Y.html"
"R7019E","Fördjupningskurs i cyberfysiska system","50% Lp1 Luleå","17097-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv8Q053gZ6y5Y950276Y75Y.html"
"R7019E","Fördjupningskurs i cyberfysiska system","50% Lp2 Luleå","27048-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv3Q093gZ6y5Y950776Y75Y.html"
"R7019E","Fördjupningskurs i cyberfysiska system","50% Lp3 Luleå","37096-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q063gZ6y5Y350576Y75Y.html"
"R7019E","Fördjupningskurs i cyberfysiska system","50% Lp4 Luleå","47041-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q033gZ6y5Y350576Y75Y.html"
"D7052E","Fördjupningskurs i distribuerade datorsystem","50% Lp1 Luleå","17074-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv7Q053gZ6y5Y950876Y75Y.html"
"D7052E","Fördjupningskurs i distribuerade datorsystem","50% Lp2 Luleå","27041-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv2Q093gZ6y5Y950276Y75Y.html"
"D7052E","Fördjupningskurs i distribuerade datorsystem","50% Lp3 Luleå","37030-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv9Q063gZ6y5Y350876Y75Y.html"
"D7052E","Fördjupningskurs i distribuerade datorsystem","50% Lp4 Luleå","47032-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q033gZ6y5Y350276Y75Y.html"
"E7024E","Fördjupningskurs i elektroteknik","50% Lp1 Luleå","17078-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv7Q053gZ6y5Y950276Y75Y.html"
"E7024E","Fördjupningskurs i elektroteknik","50% Lp2 Luleå","27044-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv3Q093gZ6y5Y950076Y75Y.html"
"E7024E","Fördjupningskurs i elektroteknik","50% Lp3 Luleå","37033-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv9Q063gZ6y5Y350176Y75Y.html"
"E7024E","Fördjupningskurs i elektroteknik","50% Lp4 Luleå","47037-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv3Q033gZ6y5Y350676Y75Y.html"
"F7048T","Fördjupningskurs i fysik","50% Lp2 Luleå","28037-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv0Q013gZ6y5Y950676Y75Y.html"
"F7048T","Fördjupningskurs i fysik","50% Lp4 Luleå","48029-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv5Q043gZ6y5Y350876Y75Y.html"
"A7008E","Fördjupningskurs i informationssystem","50% Lp1 Luleå","17067-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv6Q053gZ6y5Y950376Y75Y.html"
"A7008E","Fördjupningskurs i informationssystem","50% Lp2 Luleå","27723-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv2Q093gZ6y5Y950876Y75Y.html"
"A7008E","Fördjupningskurs i informationssystem","50% Lp3 Luleå","37016-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv8Q063gZ6y5Y350676Y75Y.html"
"A7008E","Fördjupningskurs i informationssystem","50% Lp4 Luleå","47545-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q033gZ6y5Y350876Y75Y.html"
"D7053E","Fördjupningskurs i kommunikations- och beräkningssystem","50% Lp1 Luleå","17075-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv7Q053gZ6y5Y950976Y75Y.html"
"D7053E","Fördjupningskurs i kommunikations- och beräkningssystem","50% Lp2 Luleå","27042-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv2Q093gZ6y5Y950376Y75Y.html"
"D7053E","Fördjupningskurs i kommunikations- och beräkningssystem","50% Lp3 Luleå","37031-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv9Q063gZ6y5Y350976Y75Y.html"
"D7053E","Fördjupningskurs i kommunikations- och beräkningssystem","50% Lp4 Luleå","47033-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q033gZ6y5Y350376Y75Y.html"
"D7051E","Fördjupningskurs i maskininlärning","50% Lp1 Luleå","17073-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv7Q053gZ6y5Y950776Y75Y.html"
"D7051E","Fördjupningskurs i maskininlärning","50% Lp2 Luleå","27026-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv2Q093gZ6y5Y950176Y75Y.html"
"D7051E","Fördjupningskurs i maskininlärning","50% Lp3 Luleå","37029-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv9Q063gZ6y5Y350776Y75Y.html"
"D7051E","Fördjupningskurs i maskininlärning","50% Lp4 Luleå","47031-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q033gZ6y5Y350176Y75Y.html"
"F7047T","Fördjupningskurs i material- och experimentell fysik","50% Lp1 Luleå","18063-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv2Q063gZ6y5Y950276Y75Y.html"
"F7047T","Fördjupningskurs i material- och experimentell fysik","50% Lp3 Luleå","38085-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q093gZ6y5Y350976Y75Y.html"
"R7006E","Fördjupningskurs i reglerteknik","50% Lp1 Luleå","17092-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv8Q053gZ6y5Y950676Y75Y.html"
"R7006E","Fördjupningskurs i reglerteknik","50% Lp2 Luleå","27046-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv3Q093gZ6y5Y950576Y75Y.html"
"R7006E","Fördjupningskurs i reglerteknik","50% Lp3 Luleå","37090-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv1Q063gZ6y5Y350976Y75Y.html"
"R7006E","Fördjupningskurs i reglerteknik","50% Lp4 Luleå","47038-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv3Q033gZ6y5Y350776Y75Y.html"
"R7018E","Fördjupningskurs i Robotik och AI","50% Lp1 Luleå","17096-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv8Q053gZ6y5Y950176Y75Y.html"
"R7018E","Fördjupningskurs i Robotik och AI","50% Lp2 Luleå","27047-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv3Q093gZ6y5Y950676Y75Y.html"
"R7018E","Fördjupningskurs i Robotik och AI","50% Lp3 Luleå","37095-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q063gZ6y5Y350076Y75Y.html"
"R7018E","Fördjupningskurs i Robotik och AI","50% Lp4 Luleå","47040-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q033gZ6y5Y350076Y75Y.html"
"F7012R","Fördjupningskurs i rymd- och atmosfärsvetenskap","50% Lp1 Kiruna","17059-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv7Q093gZ6y5Y850276Y75Y.html"
"F7012R","Fördjupningskurs i rymd- och atmosfärsvetenskap","25% Lp1-2 Kiruna","17330-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv7Q093gZ6y5Y850176Y75Y.html"
"F7012R","Fördjupningskurs i rymd- och atmosfärsvetenskap","50% Lp2 Kiruna","27714-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv5Q003gZ6y5Y950776Y75Y.html"
"F7012R","Fördjupningskurs i rymd- och atmosfärsvetenskap","50% Lp3 Kiruna","37126-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv3Q063gZ6y5Y350476Y75Y.html"
"F7012R","Fördjupningskurs i rymd- och atmosfärsvetenskap","50% Lp4 Kiruna","47051-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q033gZ6y5Y350176Y75Y.html"
"S7010E","Fördjupningskurs i signalbehandling","50% Lp1 Luleå","17098-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv8Q053gZ6y5Y950376Y75Y.html"
"S7010E","Fördjupningskurs i signalbehandling","50% Lp2 Luleå","27054-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv3Q093gZ6y5Y950876Y75Y.html"
"S7010E","Fördjupningskurs i signalbehandling","50% Lp3 Luleå","37097-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q063gZ6y5Y350676Y75Y.html"
"S7010E","Fördjupningskurs i signalbehandling","50% Lp4 Luleå","47043-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q033gZ6y5Y350776Y75Y.html"
"M7021N","Förhandlingar och affärssamtal","50% Lp4 Luleå 1+6","40422-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv4Q023gZ6y5Y350576Y75Y.html"
"F7040T","Förnybara drivmedel","50% Lp2 Luleå 1+3","28867-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q003gZ6y5Y950776Y75Y.html"
"U0040P","Förskolans pedagogik och arbetssätt 1","50% Lp1 Luleå","13961-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv9Q023gZ6y5Y850776Y75Y.html"
"U0040P","Förskolans pedagogik och arbetssätt 1","50% Lp3 Luleå","33165-V24.1","Grupp 1","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q013gZ6y5Y450976Y75Y.html"
"U0040P","Förskolans pedagogik och arbetssätt 1","50% Lp3 Luleå","33165-V24.1.1","Grupp 1/A","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q013gZ6y5Y450876Y75Y.html"
"U0040P","Förskolans pedagogik och arbetssätt 1","50% Lp3 Luleå","33165-V24.1.2","Grupp 1/B","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q013gZ6y5Y450776Y75Y.html"
"U0040P","Förskolans pedagogik och arbetssätt 1","50% Lp3 Luleå","33165-V24.2","Grupp 2","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q013gZ6y5Y450176Y75Y.html"
"U0040P","Förskolans pedagogik och arbetssätt 1","50% Lp3 Luleå","33165-V24.2.1","Grupp 2/A","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q013gZ6y5Y450676Y75Y.html"
"U0040P","Förskolans pedagogik och arbetssätt 1","50% Lp3 Luleå","33165-V24.2.2","Grupp 2/B","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q013gZ6y5Y450576Y75Y.html"
"U0040P","Förskolans pedagogik och arbetssätt 1","50% Lp3 Luleå","33165-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv9Q033gZ6y5Y250076Y75Y.html"
"U0039P","Förskolans pedagogik och arbetssätt 2","50% Lp2 Luleå","23627-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q013gZ6y5Y950676Y75Y.html"
"U0039P","Förskolans pedagogik och arbetssätt 2","50% Lp4 Luleå","43501-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv3Q093gZ6y5Y350476Y75Y.html"
"U0069P","Förskolans uppdrag och förskollärarens ledarskap i utbildning och undervisning","75% Lp1-2 Luleå","14075-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv5Q073gZ6y5Y950076Y75Y.html"
"U0056P","Förskollärarens ledarskap i utbildning och undervisning i ett nutida och historiskt perspektiv","100% Lp1-2 Luleå","13976-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q023gZ6y5Y850276Y75Y.html"
"U0056P","Förskollärarens ledarskap i utbildning och undervisning i ett nutida och historiskt perspektiv","100% Lp3-4 Luleå","33243-V24.1","Grupp 1","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv6Q023gZ6y5Y750176Y75Y.html"
